,Rank,OPR,DPR,CCWM,teleopOPR,autoOPR,endgameOPR,scheduleStrength,,
7577,51,21.80,43.48,-21.68,15.33,7.92,11.25,1.13,,
5036,24,21.79,25.02,-3.22,12.27,5.73,4.53,-1.02,,
3754,62,21.78,46.51,-24.73,15.40,3.65,9.22,2.00,,
3100,56,21.77,52.19,-30.42,7.19,13.48,-2.28,1.48,,
8158,25,21.75,39.52,-17.76,7.56,8.34,8.25,-0.04,,
7831,40,21.74,60.10,-38.36,3.89,1.00,3.19,-0.02,,
7536,28,21.71,20.93,0.78,15.33,10.38,9.84,-0.57,,
6978,15,21.70,15.24,6.46,3.65,14.62,1.96,-1.16,,
7177,9,21.70,20.98,0.72,10.23,13.35,5.37,-0.79,,
5918,25,21.68,32.86,-11.18,15.67,8.82,6.07,-0.61,,
6965,20,21.66,21.95,-0.29,13.88,7.55,13.45,-1.27,,
5253,51,21.65,40.12,-18.47,2.74,12.49,-2.19,2.22,,
4362,23,21.65,37.36,-15.71,10.86,8.58,6.53,-0.70,,
7243,30,21.62,0.60,21.01,8.44,9.45,5.29,-0.73,,
5894,9,21.58,4.75,16.84,20.06,1.33,19.98,-1.06,,
847,11,21.58,15.90,5.69,4.64,9.64,4.76,-2.07,,
4744,19,21.58,42.21,-20.64,7.38,10.18,-0.40,-0.55,,
3743,25,21.56,25.80,-4.25,17.82,2.80,15.65,2.16,,
5450,29,21.53,14.53,7.00,19.84,3.73,13.50,0.73,,
4998,31,21.47,18.82,2.64,8.89,12.19,6.49,1.33,,
6189,24,21.45,35.88,-14.43,15.31,6.98,13.86,-0.16,,
1432,32,21.40,38.30,-16.90,14.66,0.58,15.85,1.48,,
8289,36,21.40,33.05,-11.65,6.75,9.68,1.61,0.03,,
7270,23,21.39,32.18,-10.79,16.26,1.11,12.19,0.25,,
7467,48,21.38,30.13,-8.75,14.89,2.58,11.31,0.72,,
7760,32,21.38,22.31,-0.92,14.78,8.01,13.31,0.01,,
2511,38,21.36,39.41,-18.05,2.84,11.86,-0.04,-0.31,,
4074,48,21.34,32.18,-10.84,9.68,4.23,9.58,0.62,,
2450,6,21.27,23.28,-2.01,7.98,8.56,9.53,-3.04,,
6465,36,21.27,46.21,-24.94,9.88,9.88,5.05,2.93,,
7902,18,21.27,46.14,-24.87,9.67,10.58,5.21,0.68,,
812,21,21.25,13.19,8.07,9.13,7.54,1.19,-1.02,,
1806,28,21.23,37.96,-16.73,4.42,8.59,-3.00,-0.19,,
6844,39,21.20,25.33,-4.13,12.90,7.22,-1.70,0.49,,
7188,21,21.19,21.59,-0.39,3.89,5.06,2.25,-1.67,,
7823,22,21.19,23.65,-2.46,11.99,5.70,13.36,1.10,,
6167,49,21.16,31.15,-9.99,13.94,7.69,9.75,-0.45,,
5900,12,21.15,39.06,-17.91,8.03,6.37,6.43,-0.48,,
1786,24,21.14,34.09,-12.96,14.52,6.92,11.92,0.71,,
6882,10,21.14,11.79,9.35,11.02,7.92,9.61,-1.61,,
8056,38,21.13,28.24,-7.12,1.89,6.20,0.10,-0.54,,
4999,29,21.12,37.10,-15.98,13.53,5.83,3.10,-0.37,,
6020,18,21.10,17.67,3.42,12.23,6.31,11.77,-0.01,,
7192,14,21.09,38.83,-17.74,14.01,6.76,14.48,-1.05,,
4585,16,21.08,30.74,-9.66,15.44,5.94,12.37,0.26,,
6170,14,21.04,19.01,2.04,19.63,-0.36,19.35,-0.37,,
6232,23,21.02,33.61,-12.59,-1.84,3.27,0.55,-1.56,,
8264,7,21.01,19.03,1.98,9.81,11.76,4.68,-0.78,,
5954,30,21.00,36.14,-15.14,11.84,2.63,8.98,-0.52,,
302,19,20.98,35.23,-14.25,13.69,10.53,6.50,-0.79,,
3568,25,20.94,28.84,-7.90,13.73,6.93,7.02,-1.15,,
2198,20,20.88,40.97,-20.09,8.50,5.42,4.89,1.26,,
6526,13,20.83,18.28,2.55,5.54,6.93,6.21,-2.09,,
5547,16,20.82,23.48,-2.66,14.18,5.14,9.59,-0.13,,
8200,13,20.79,23.32,-2.53,6.14,13.66,3.61,-0.04,,
6420,22,20.76,38.55,-17.79,10.28,4.76,8.43,-0.33,,
3139,25,20.76,51.57,-30.81,7.26,12.25,3.73,0.23,,
5957,8,20.75,14.12,6.64,14.12,5.71,9.93,0.25,,
6877,16,20.75,17.85,2.90,21.41,5.41,16.80,0.53,,
2405,25,20.71,30.57,-9.86,11.95,4.24,10.01,0.99,,
6132,39,20.71,19.25,1.46,11.89,7.53,16.35,0.39,,
3550,28,20.68,25.39,-4.71,5.16,8.56,1.70,0.06,,
207,35,20.66,56.24,-35.58,15.94,2.13,4.76,1.77,,
832,15,20.65,31.43,-10.78,7.63,11.73,7.99,1.76,,
6626,35,20.64,22.93,-2.29,10.14,8.79,10.54,1.21,,
4276,22,20.63,4.34,16.30,14.40,4.23,5.12,-0.80,,
6017,6,20.59,6.77,13.83,12.08,1.48,9.17,-3.10,,
7546,29,20.59,30.76,-10.17,13.26,2.73,9.91,1.49,,
6893,30,20.58,21.63,-1.05,1.48,3.91,2.39,-0.05,,
4459,18,20.54,27.40,-6.86,10.65,4.66,5.56,-0.69,,
5110,27,20.54,28.82,-8.28,12.66,10.27,9.12,-0.65,,
4582,36,20.53,37.04,-16.51,9.21,5.51,8.85,0.54,,
2437,54,20.52,22.05,-1.53,6.66,5.91,-1.17,-0.72,,
3812,28,20.51,43.49,-22.98,15.48,2.73,10.00,0.48,,
4536,56,20.50,36.69,-16.19,16.26,5.86,6.93,0.74,,
7830,26,20.48,30.66,-10.17,8.29,16.06,5.79,-0.96,,
5696,12,20.47,19.04,1.43,8.30,5.84,9.01,0.60,,
5010,33,20.45,52.44,-31.99,11.41,11.47,0.41,1.70,,
3268,33,20.39,15.18,5.21,6.01,7.28,7.57,0.72,,
4816,27,20.39,23.51,-3.11,8.22,7.05,7.51,0.43,,
8082,41,20.36,39.83,-19.46,13.98,6.03,15.29,2.02,,
1836,11,20.32,34.32,-13.99,16.41,10.39,8.51,-0.40,,
3544,23,20.28,31.28,-11.00,7.36,7.73,3.76,0.20,,
4758,11,20.26,33.95,-13.68,11.84,4.49,12.86,-0.06,,
753,27,20.23,34.62,-14.38,20.19,2.78,14.10,0.58,,
612,24,20.23,32.28,-12.05,8.16,5.43,6.25,-0.52,,
5261,27,20.19,20.43,-0.24,17.01,2.80,11.72,-0.13,,
5085,13,20.15,22.13,-1.98,13.60,2.78,12.09,-0.89,,
3361,20,20.15,36.66,-16.51,5.99,6.80,2.85,-0.54,,
5542,55,20.14,27.75,-7.61,6.25,10.50,1.35,0.56,,
5773,31,20.09,42.59,-22.50,15.03,0.29,13.36,-0.07,,
6122,24,20.07,38.27,-18.20,6.92,10.25,-4.54,0.00,,
7299,9,20.05,23.90,-3.86,5.48,10.48,4.62,0.16,,
4378,16,20.03,33.77,-13.74,7.47,13.24,4.50,1.10,,
1076,33,20.00,44.51,-24.51,10.03,5.53,6.41,0.09,,
6357,15,19.94,12.01,7.94,8.68,6.09,5.81,-0.97,,
1580,28,19.90,18.17,1.73,15.65,7.28,13.20,0.08,,
4085,39,19.89,37.16,-17.27,15.44,3.52,9.16,0.66,,
6838,13,19.89,-7.11,27.00,3.70,6.15,-1.65,-1.43,,
6496,13,19.87,14.18,5.70,12.24,6.08,9.44,-0.53,,
6190,31,19.86,31.54,-11.69,9.00,5.26,3.09,0.92,,
3140,37,19.85,15.02,4.84,14.75,2.02,11.72,0.34,,
5538,29,19.82,36.13,-16.31,10.21,6.68,8.06,0.15,,
4398,29,19.78,39.16,-19.37,10.85,4.82,10.96,1.36,,
5777,40,19.75,32.20,-12.44,14.10,6.14,9.35,-0.15,,
5999,53,19.75,36.51,-16.76,8.70,5.29,3.16,-0.15,,
2421,27,19.73,43.31,-23.58,10.07,9.27,4.61,0.56,,
4127,33,19.70,47.18,-27.48,11.49,2.15,12.36,0.94,,
5549,22,19.70,29.66,-9.96,11.19,5.41,6.33,-0.25,,
5115,13,19.70,34.90,-15.20,9.08,9.93,1.39,0.71,,
7465,43,19.69,77.90,-58.21,10.51,9.37,4.02,1.04,,
3128,57,19.68,27.39,-7.70,15.66,3.96,12.45,1.24,,
8149,33,19.68,32.50,-12.81,7.68,7.16,7.21,-0.22,,
8407,34,19.67,16.76,2.91,21.67,12.40,12.59,-0.20,,
6093,22,19.66,30.43,-10.78,12.39,3.42,5.40,-0.94,,
6230,25,19.63,22.58,-2.96,5.95,6.26,5.65,1.39,,
2457,19,19.62,25.08,-5.45,7.46,3.87,4.30,-0.96,,
3005,8,19.60,19.12,0.48,9.12,7.33,4.47,-0.34,,
6808,30,19.55,50.27,-30.72,9.40,6.45,7.29,0.72,,
3985,19,19.55,39.89,-20.34,13.25,7.23,10.36,-0.17,,
422,29,19.53,47.71,-28.18,16.14,5.94,10.60,1.10,,
8042,53,19.48,39.86,-20.38,3.12,6.03,3.43,2.73,,
7619,14,19.47,12.57,6.90,9.70,13.88,11.14,-2.41,,
8230,35,19.44,34.73,-15.29,8.04,5.46,6.00,-0.76,,
5279,23,19.43,25.60,-6.17,0.17,10.97,-0.46,-0.41,,
5219,19,19.42,46.50,-27.08,12.14,5.67,9.92,0.82,,
1747,8,19.40,22.76,-3.37,7.54,10.04,1.26,-1.30,,
1777,32,19.36,37.96,-18.60,5.49,6.81,4.05,-0.15,,
173,24,19.34,23.05,-3.71,3.02,11.97,5.02,0.78,,
4787,41,19.33,26.32,-6.98,4.67,5.22,1.01,-0.58,,
494,24,19.32,31.01,-11.69,6.78,10.57,2.16,0.29,,
7234,29,19.32,43.12,-23.80,3.87,9.94,-0.11,-0.56,,
6702,41,19.30,16.87,2.43,14.46,4.48,8.18,0.59,,
4855,22,19.28,42.21,-22.92,4.81,12.48,-3.93,0.79,,
1189,34,19.27,32.54,-13.27,9.20,6.12,4.44,0.50,,
4505,30,19.27,34.65,-15.39,11.00,7.53,9.11,0.04,,
325,51,19.25,55.28,-36.03,13.78,5.33,4.34,0.52,,
7714,21,19.24,27.76,-8.52,11.94,4.59,10.40,-0.86,,
8368,35,19.16,30.99,-11.83,9.58,5.43,3.54,1.33,,
3054,46,19.16,31.51,-12.35,5.28,5.29,5.12,0.66,,
8153,23,19.14,20.38,-1.24,15.41,2.09,10.71,-0.35,,
4486,30,19.12,12.37,6.74,18.67,5.93,12.50,-1.42,,
5275,12,19.12,5.02,14.10,18.12,5.64,11.97,-1.41,,
6763,19,19.10,23.77,-4.67,10.73,6.51,5.74,-1.72,,
5871,50,19.09,38.34,-19.25,10.44,5.81,6.44,1.16,,
5874,17,19.09,15.40,3.69,11.11,6.99,10.57,-0.31,,
4386,36,19.07,26.93,-7.85,7.26,3.03,4.82,0.07,,
5486,15,19.03,17.12,1.92,9.78,3.44,7.12,-1.23,,
7864,32,18.99,12.63,6.36,9.39,9.94,7.13,-1.82,,
7763,22,18.97,22.29,-3.32,9.92,2.09,7.52,0.36,,
5063,58,18.96,37.85,-18.89,4.87,-1.55,5.75,1.74,,
3158,23,18.92,29.63,-10.70,7.76,8.26,0.20,1.17,,
5860,17,18.92,19.01,-0.08,9.12,6.18,10.35,-1.32,,
8331,13,18.91,15.77,3.13,18.85,3.44,9.29,-1.56,,
8013,19,18.90,28.66,-9.76,6.87,5.05,5.23,-1.37,,
8220,21,18.87,19.70,-0.83,13.99,6.15,11.00,-0.02,,
4206,17,18.84,31.28,-12.44,3.81,10.36,1.93,0.75,,
1512,37,18.81,25.10,-6.29,7.70,4.88,7.66,-0.19,,
6323,25,18.77,41.55,-22.78,3.64,9.70,1.49,-0.97,,
2789,9,18.74,18.00,0.74,8.52,7.00,2.58,-0.56,,
172,31,18.72,19.47,-0.75,13.31,3.51,7.79,-0.33,,
8210,25,18.68,39.93,-21.25,9.93,6.81,7.19,-0.74,,
6938,32,18.68,38.48,-19.81,5.11,3.76,-0.66,1.24,,
3029,17,18.66,21.39,-2.73,6.71,4.47,7.78,-0.70,,
3205,30,18.66,54.36,-35.70,15.83,5.19,11.63,2.24,,
6960,50,18.60,36.23,-17.63,7.27,12.73,5.07,-0.42,,
8089,29,18.57,29.43,-10.87,9.29,3.64,3.63,0.97,,
2212,8,18.52,11.49,7.03,4.08,3.30,2.01,-0.56,,
6956,24,18.52,34.41,-15.89,7.15,7.22,3.75,-1.07,,
8400,23,18.52,21.21,-2.70,3.45,6.07,0.96,0.26,,
7470,26,18.51,35.74,-17.22,15.47,0.59,8.02,0.72,,
3650,32,18.49,35.96,-17.47,12.04,7.42,7.96,0.76,,
5265,35,18.46,38.48,-20.02,14.25,6.77,3.71,0.48,,
5887,18,18.44,22.15,-3.71,8.27,1.17,9.19,0.75,,
8308,30,18.36,29.81,-11.46,9.39,6.23,9.82,-0.29,,
1038,58,18.34,44.87,-26.53,17.79,2.67,-2.91,1.42,,
2001,35,18.32,39.33,-21.01,7.43,6.54,5.59,0.39,,
7560,40,18.29,37.37,-19.08,11.97,2.54,8.74,0.38,,
6504,18,18.27,36.35,-18.08,5.86,9.53,3.79,-1.35,,
6009,19,18.26,39.43,-21.17,7.81,9.97,-0.04,-0.71,,
8299,37,18.25,49.50,-31.25,14.80,5.62,12.31,0.47,,
6153,32,18.24,46.76,-28.52,17.56,4.26,7.82,0.96,,
4501,20,18.23,29.22,-10.99,8.85,9.85,1.53,0.10,,
1891,26,18.22,33.28,-15.06,6.43,8.36,9.34,0.60,,
245,18,18.22,37.53,-19.31,13.52,1.25,10.24,0.04,,
7768,27,18.18,54.73,-36.56,11.24,3.85,5.58,0.07,,
322,27,18.14,28.39,-10.25,8.96,4.33,7.44,0.52,,
5503,31,18.11,36.68,-18.56,8.09,4.47,5.96,1.81,,
7564,16,18.09,26.49,-8.40,9.27,4.35,8.51,-2.69,,
2411,16,18.09,16.48,1.60,2.70,6.70,1.69,-1.05,,
4936,25,18.07,42.56,-24.49,9.96,6.51,2.87,0.77,,
6138,26,18.07,33.41,-15.34,9.37,4.30,5.59,-0.36,,
1539,27,18.04,14.24,3.80,6.04,11.15,6.15,-0.09,,
5535,39,18.01,36.62,-18.61,10.01,7.21,0.93,0.19,,
7481,25,17.95,14.72,3.23,13.03,9.63,10.56,-0.53,,
2016,12,17.93,37.44,-19.51,9.77,6.89,7.27,-1.34,,
846,15,17.92,6.82,11.10,4.19,7.03,1.51,-1.26,,
5496,25,17.92,34.21,-16.29,5.47,8.84,-3.46,-1.30,,
8338,26,17.91,23.73,-5.81,7.34,6.91,1.32,-0.94,,
7677,28,17.90,27.55,-9.65,12.53,0.39,7.30,-0.72,,
677,15,17.88,10.43,7.45,7.38,7.07,9.53,-2.44,,
5980,38,17.88,36.49,-18.61,12.15,8.11,-0.58,0.12,,
3501,38,17.84,34.86,-17.02,7.52,8.63,-6.58,-1.03,,
159,41,17.80,26.89,-9.09,12.43,10.03,0.34,-1.12,,
7208,11,17.78,14.53,3.25,14.63,6.17,9.90,-1.83,,
3616,24,17.77,37.92,-20.14,3.38,5.50,5.08,-1.79,,
1683,30,17.69,32.40,-14.71,13.66,4.61,8.41,0.36,,
6599,30,17.66,41.75,-24.09,7.98,3.76,4.51,1.61,,
6139,13,17.66,7.29,10.37,13.04,5.09,8.14,-0.21,,
4055,27,17.66,34.77,-17.12,13.71,7.50,7.89,0.80,,
217,15,17.64,27.93,-10.29,6.45,11.19,-0.31,-0.26,,
6864,20,17.59,37.41,-19.83,7.93,9.79,1.78,-0.13,,
5682,9,17.59,35.48,-17.89,9.97,5.02,6.81,-0.08,,
4550,19,17.58,17.86,-0.28,13.14,3.27,11.48,-0.01,,
3410,30,17.56,17.75,-0.19,7.20,3.03,1.45,-0.04,,
6859,28,17.56,33.36,-15.80,9.02,3.23,1.24,-1.34,,
3138,48,17.52,30.66,-13.14,13.74,3.73,1.74,0.34,,
7459,42,17.51,47.06,-29.54,14.55,5.30,13.51,1.43,,
1937,15,17.46,24.26,-6.80,8.16,9.03,-0.82,-1.18,,
2472,50,17.46,23.74,-6.28,11.11,5.90,5.59,0.84,,
4283,54,17.46,38.00,-20.54,6.68,8.78,-0.58,0.34,,
1793,18,17.46,22.70,-5.24,3.05,6.03,-0.47,-1.21,,
8040,49,17.45,27.72,-10.27,7.48,4.93,6.31,1.87,,
178,33,17.44,38.51,-21.07,11.64,6.65,7.29,0.87,,
6567,23,17.42,33.32,-15.91,7.81,2.30,8.71,0.27,,
1810,23,17.40,45.51,-28.11,9.46,7.63,7.71,0.51,,
5989,30,17.40,29.51,-12.11,13.07,4.10,14.45,-0.11,,
4661,24,17.38,35.09,-17.71,8.19,5.89,5.58,0.08,,
2898,19,17.35,23.09,-5.74,15.83,0.80,3.58,-0.54,,
4959,20,17.35,15.24,2.11,3.45,13.37,3.64,-0.03,,
6977,17,17.32,22.59,-5.27,10.35,7.55,1.31,-1.33,,
4908,16,17.31,17.88,-0.57,12.48,2.97,7.13,-1.37,,
7054,23,17.23,35.06,-17.83,12.04,7.67,3.68,-0.30,,
5713,33,17.20,32.55,-15.35,7.89,4.22,1.96,1.16,,
1319,61,17.18,51.18,-34.00,1.24,12.37,-2.66,1.55,,
5212,18,17.13,24.37,-7.24,1.78,7.80,1.36,0.28,,
8421,31,17.10,57.08,-39.98,10.38,5.68,10.68,2.35,,
5524,26,17.10,22.42,-5.33,7.91,6.24,6.08,0.69,,
5706,33,17.05,51.38,-34.33,11.85,1.05,9.28,1.46,,
7905,9,17.05,2.67,14.38,13.02,4.92,11.06,-2.00,,
3223,17,17.05,27.29,-10.24,12.91,4.83,9.24,-1.64,,
8147,32,17.05,26.66,-9.61,6.34,5.89,4.78,-0.58,,
6885,52,17.04,39.46,-22.42,11.54,5.30,7.53,1.62,,
5710,32,17.04,48.81,-31.77,10.44,5.25,2.54,1.41,,
5461,42,17.03,35.09,-18.06,1.75,7.38,1.29,0.23,,
6865,29,17.01,42.76,-25.75,9.31,3.74,5.32,0.55,,
5290,61,16.94,53.30,-36.36,11.34,2.63,9.68,1.43,,
201,39,16.90,36.64,-19.74,11.28,8.41,10.99,0.51,,
8159,35,16.89,46.86,-29.96,7.12,6.24,8.00,-0.36,,
540,28,16.85,30.16,-13.31,8.21,7.91,-2.14,-0.58,,
4648,32,16.77,13.86,2.91,8.52,8.66,-1.42,-0.91,,
2080,44,16.76,58.59,-41.83,11.34,5.32,11.20,1.80,,
6910,22,16.73,22.62,-5.88,9.76,3.88,9.49,-1.24,,
7534,30,16.70,44.11,-27.41,8.44,7.48,0.84,0.30,,
3863,26,16.69,56.25,-39.56,11.22,2.58,4.75,0.53,,
7495,36,16.68,26.18,-9.50,7.55,7.72,6.44,-0.65,,
6581,20,16.66,29.19,-12.53,9.82,4.65,10.67,-1.07,,
6961,44,16.64,41.65,-25.01,8.63,5.09,7.48,-0.59,,
4930,60,16.63,47.18,-30.56,10.54,8.45,3.64,-0.09,,
8217,20,16.61,15.47,1.13,1.17,8.91,0.03,-1.24,,
1522,19,16.60,34.64,-18.04,19.32,3.39,21.51,-0.59,,
6832,38,16.60,19.93,-3.33,8.30,6.71,3.16,1.01,,
5518,14,16.58,14.73,1.85,5.67,2.19,4.75,0.42,,
6586,43,16.58,53.51,-36.92,8.06,6.37,8.74,0.17,,
7692,20,16.53,15.99,0.53,12.17,4.86,12.04,-0.18,,
7196,28,16.51,43.69,-27.18,14.15,8.14,12.26,0.57,,
5193,32,16.50,32.46,-15.95,5.04,8.93,5.01,-0.91,,
5829,10,16.47,17.64,-1.17,0.76,11.31,-2.64,-0.60,,
4180,27,16.47,27.00,-10.54,7.57,5.34,4.47,0.37,,
94,16,16.41,10.80,5.61,15.58,1.56,17.76,-1.34,,
5071,23,16.38,6.09,10.28,2.36,11.31,1.19,-1.26,,
7638,26,16.36,34.80,-18.44,4.88,6.82,0.95,0.63,,
5070,18,16.35,13.45,2.91,6.81,1.98,7.65,-0.69,,
980,24,16.35,36.55,-20.20,8.42,3.85,5.75,0.48,,
5143,58,16.33,47.03,-30.70,5.61,5.77,4.95,1.97,,
8006,49,16.31,23.14,-6.83,9.92,3.80,7.05,0.57,,
5038,16,16.28,26.70,-10.42,12.46,5.38,12.15,-0.31,,
8310,30,16.22,12.93,3.29,0.69,3.73,1.02,-0.97,,
8275,15,16.18,33.80,-17.62,11.19,5.06,9.06,-1.37,,
7173,32,16.15,46.52,-30.37,11.30,8.48,7.48,-0.18,,
6102,21,16.14,14.39,1.75,8.59,5.31,6.02,-0.65,,
6369,14,16.14,17.60,-1.46,6.92,4.62,4.09,-0.01,,
3352,33,16.10,36.16,-20.06,0.19,7.65,-1.77,-0.67,,
7809,31,16.09,24.17,-8.08,2.97,5.04,4.54,-0.58,,
8080,20,16.09,11.88,4.21,4.45,4.06,5.59,-0.82,,
6655,25,16.07,31.95,-15.88,9.98,4.36,11.31,0.23,,
8314,21,16.06,39.88,-23.82,9.73,4.22,7.22,0.20,,
7110,32,16.05,30.47,-14.43,9.93,9.28,4.55,0.80,,
5527,19,16.04,16.53,-0.49,3.66,6.33,1.67,-2.02,,
1014,56,16.03,23.80,-7.77,1.21,7.77,1.65,0.09,,
7185,18,16.01,17.25,-1.24,10.62,2.89,2.82,0.14,,
6731,29,15.96,28.14,-12.18,7.27,7.82,2.64,-0.52,,
2064,18,15.95,30.04,-14.09,6.11,6.70,3.55,-0.52,,
8385,16,15.91,12.47,3.44,4.85,6.63,3.09,-1.32,,
3008,37,15.90,30.94,-15.04,-1.66,4.31,-3.30,1.03,,
6078,22,15.90,41.24,-25.34,11.71,6.95,5.39,0.19,,
8053,26,15.90,37.01,-21.11,12.06,4.15,4.94,2.31,,
3545,11,15.89,22.76,-6.87,7.83,4.20,8.24,-0.36,,
1293,8,15.87,-1.21,17.08,11.50,4.64,10.06,-1.68,,
1647,27,15.87,39.83,-23.96,6.48,8.38,3.98,-0.20,,
3175,30,15.85,25.06,-9.21,-0.84,14.53,-1.32,0.98,,
6811,21,15.82,23.98,-8.16,15.80,5.17,12.02,-1.48,,
7506,22,15.75,29.78,-14.03,13.73,1.86,11.67,-0.11,,
1414,19,15.74,1.22,14.52,7.47,7.23,2.12,-0.60,,
999,28,15.73,20.81,-5.07,8.71,4.59,5.31,0.04,,
7503,8,15.72,12.23,3.48,9.51,4.24,6.01,-1.83,,
6904,39,15.70,32.93,-17.22,6.56,4.67,10.08,0.57,,
8187,32,15.65,27.78,-12.13,9.82,1.32,6.54,1.16,,
6715,31,15.62,31.66,-16.04,8.34,-0.55,4.66,-0.31,,
5512,34,15.59,32.63,-17.04,2.02,0.36,2.70,0.00,,
8055,25,15.59,32.58,-16.99,3.82,9.91,0.80,-0.07,,
5747,5,15.59,3.81,11.77,10.97,4.94,7.19,-2.61,,
1100,37,15.57,40.12,-24.55,3.37,9.36,1.91,0.79,,
4854,14,15.56,18.99,-3.44,7.12,5.99,3.22,-0.60,,
2969,23,15.54,30.74,-15.20,6.32,3.67,3.05,0.84,,
3328,23,15.52,42.15,-26.64,8.47,-0.31,8.84,-0.37,,
5678,51,15.51,30.92,-15.41,10.38,4.63,12.94,-0.20,,
1571,21,15.47,26.57,-11.11,5.91,2.70,9.82,0.62,,
2543,43,15.47,40.89,-25.42,3.42,11.07,6.32,1.00,,
7158,17,15.46,25.21,-9.75,4.58,13.23,-1.60,-1.99,,
6430,41,15.46,46.05,-30.59,-0.65,2.17,0.73,1.86,,
5109,24,15.42,38.33,-22.91,2.26,13.98,-4.05,1.44,,
4970,35,15.39,69.72,-54.33,8.76,3.01,3.45,0.94,,
1954,32,15.38,52.63,-37.25,6.75,6.86,0.50,1.22,,
3976,23,15.36,35.23,-19.86,6.38,7.79,4.83,-0.71,,
5130,11,15.36,18.04,-2.68,7.76,5.78,6.04,-0.89,,
2357,34,15.35,41.99,-26.64,10.41,5.87,9.09,-1.27,,
5531,33,15.34,35.00,-19.66,11.30,0.48,8.21,0.86,,
5090,28,15.33,16.46,-1.12,11.61,5.44,4.90,0.44,,
1994,29,15.32,38.63,-23.31,4.35,6.12,0.34,-0.32,,
7878,49,15.28,64.23,-48.95,13.20,3.14,13.38,1.67,,
7702,50,15.26,16.24,-0.98,12.60,0.16,5.46,-0.62,,
346,35,15.22,28.30,-13.08,8.51,6.45,6.91,2.60,,
1940,18,15.20,15.11,0.08,4.79,1.73,4.18,-0.92,,
5052,21,15.15,30.42,-15.27,2.45,4.38,2.88,2.35,,
5408,26,15.13,35.01,-19.89,6.57,5.59,2.94,0.27,,
5504,28,15.11,8.54,6.56,5.99,4.25,5.47,-1.09,,
2914,33,15.10,30.33,-15.23,5.80,10.23,-1.95,0.23,,
3182,34,15.10,46.01,-30.91,4.53,2.85,4.04,-0.07,,
7319,14,15.08,39.30,-24.22,8.29,6.58,7.00,-0.08,,
668,46,15.05,30.86,-15.81,2.21,9.42,-4.81,0.02,,
7456,22,15.04,48.07,-33.03,8.76,10.55,4.05,0.89,,
6736,27,15.04,25.85,-10.81,11.27,-0.96,10.14,1.08,,
7153,22,15.04,32.63,-17.59,7.41,3.75,5.74,-0.48,,
2353,9,15.01,14.60,0.41,5.18,4.47,4.53,-2.77,,
6616,32,14.99,21.14,-6.16,10.82,4.22,10.43,0.15,,
3282,26,14.96,41.33,-26.37,3.87,5.87,2.13,1.59,,
6074,22,14.96,32.78,-17.83,9.78,5.67,4.40,-0.04,,
7895,24,14.95,28.10,-13.15,4.99,6.93,2.14,-0.83,,
8166,24,14.95,51.93,-36.98,9.58,2.82,5.54,0.56,,
5948,24,14.94,22.48,-7.53,5.50,5.07,0.07,1.04,,
5179,27,14.94,48.42,-33.48,6.23,12.88,3.12,-1.07,,
6561,18,14.92,18.62,-3.71,3.75,3.68,3.31,-1.19,,
703,30,14.92,45.87,-30.95,5.46,11.37,4.04,-0.04,,
7154,31,14.92,22.30,-7.39,6.61,6.59,2.76,-0.24,,
4309,31,14.87,27.95,-13.09,12.41,3.47,2.45,0.30,,
8363,19,14.87,26.31,-11.44,6.72,3.76,8.46,-0.61,,
247,35,14.86,35.78,-20.92,6.55,7.75,4.47,0.94,,
7210,36,14.85,26.46,-11.61,12.19,2.24,9.23,0.60,,
2988,22,14.84,27.76,-12.92,11.45,2.40,10.35,0.87,,
4376,33,14.84,29.66,-14.82,9.18,7.01,-0.16,1.29,,
7706,33,14.84,28.84,-14.00,11.64,4.17,9.28,-0.20,,
1058,9,14.82,13.51,1.31,6.08,8.56,1.36,-0.52,,
8160,29,14.82,49.10,-34.28,6.96,4.73,5.61,0.87,,
4991,38,14.81,3.77,11.05,12.68,4.86,11.30,-0.72,,
5347,26,14.80,30.60,-15.80,5.12,8.41,1.33,-0.58,,
4169,23,14.79,21.69,-6.90,0.70,6.63,0.57,-1.06,,
5135,30,14.75,28.46,-13.71,11.29,6.02,3.07,-0.07,,
3034,22,14.75,37.70,-22.95,17.01,1.76,12.10,0.48,,
7250,34,14.75,34.03,-19.28,5.27,9.91,4.59,2.07,,
1648,17,14.74,12.22,2.52,11.42,4.11,5.59,-0.26,,
3239,43,14.73,28.97,-14.23,11.58,3.42,11.77,0.90,,
6513,19,14.73,12.85,1.88,4.99,14.86,-0.45,-2.62,,
6237,28,14.72,15.40,-0.68,3.84,7.01,-1.56,-0.40,,
1795,23,14.71,38.96,-24.25,2.76,4.60,-2.88,0.10,,
8184,52,14.71,28.03,-13.33,6.66,8.82,-2.18,0.43,,
6000,21,14.68,21.91,-7.23,10.52,8.05,7.81,0.28,,
6451,28,14.67,52.43,-37.76,4.56,12.25,1.82,0.73,,
7088,20,14.66,21.16,-6.50,4.15,2.50,2.75,0.43,,
7627,35,14.66,33.65,-18.99,4.02,6.10,-0.60,0.99,,
3991,58,14.66,33.92,-19.27,4.16,6.66,0.89,0.54,,
116,37,14.61,37.90,-23.29,8.58,1.94,6.91,-0.28,,
7222,35,14.56,28.83,-14.26,9.15,7.62,6.45,-0.61,,
